title,link,date,sector,subsector,author,points
"Veritas Genetics, the start-up that can sequence a genome for under $600, ceases US operations",https://www.cnbc.com/health-and-science/?page=0,2019/12/05,Healthcare,health-and-science/,Christina Farr,"['Veritas Genetics is ceasing U.S. operations because it has struggled to raise new funds.', 'Part of the problem, says a person familiar with the company, is that investors are skittish about investing in start-ups that have raised financing from funds with roots in China.', 'The company is in talks with potential acquirers.']"
SoftBank's Vision Fund 2 has held talks to invest $150 million in home health-care start-up Honor,https://www.cnbc.com/health-and-science/?page=0,2019/12/05,Healthcare,health-and-science/,Alex Sherman,"['SoftBank has held talks to investment $150 million in home health-care start-up Honor, sources say.', ""The deal hasn't been approved by the Vision Fund investment committee and could still fall apart, sources say."", 'The investment marks one of the first known potential investments for Vision Fund 2, which is still in fundraising mode and may raise up to $108 billion.']"
Biogen's stock rises 3% after company releases new data on late-stage Alzheimer's drug,https://www.cnbc.com/health-and-science/?page=0,2019/12/05,Healthcare,health-and-science/,Berkeley Lovelace Jr.,"[""Biogen shares rise after the biotech firm offers more data on its late-stage Alzheimer's drug, aducanumab."", 'Analysts who parsed through it say the lack of any new negatives in the report means that they expect the company will take the data to the Food and Drug Administration.']"
A digital version of Deepak Chopra is coming to your phone as a chatbot,https://www.cnbc.com/health-and-science/?page=0,2019/12/05,Healthcare,health-and-science/,Brandon Gomez,"['Dr. Deepak Chopra has partnered with The AI Foundation to create an artificial intelligence version of himself.', '""Digital Deepak"" answers questions, share insights and lead users through meditative exercises.', ""The app version of Digital Deepak will launch in 2020, and you can sign up now to try it when it's available.""]"
CVS CEO: I saw Hello Kitty logo on a vaping device 5 years ago and knew something was wrong,https://www.cnbc.com/health-and-science/?page=0,2019/12/05,Healthcare,health-and-science/,Jessica Bursztynsky,"['CVS Health CEO Larry Merlo voices his concerns over the teen vaping crisis and the long-term health risks.', '""We don\'t know the longitudinal effect of these products and something has to be done,"" he says.', 'CVS stopped selling tobacco products in 2014, the same time Merlo says he saw vaping products pop up.', '""I saw the device with the Hello Kitty logo and the bubblegum liquid,"" he recalls, saying it raised the question: ""What are we doing here?""']"
"Peloton is rolling out new apps for Apple Watch and Amazon Fire TV, plus cheaper pricing",https://www.cnbc.com/health-and-science/?page=0,2019/12/04,Healthcare,health-and-science/,Christina Farr,"['Peloton is releasing a new app for Apple Watch, which will make it easier for people to access fitness metrics on the go.', 'The company is now offering an app for Fire TV so users can stream fitness content from home.', 'In addition, Peloton is bringing down pricing for its digital service.']"
White House claims Pelosi's drug-pricing bill would result in 100 fewer drugs over decade,https://www.cnbc.com/health-and-science/?page=0,2019/12/03,Healthcare,health-and-science/,Berkeley Lovelace Jr.,"[""House Speaker Nancy Pelosi's sweeping drug-pricing bill would result in as many as 100 fewer drugs hitting the U.S. market over the next decade, the White House says."", ""The report from the administration suggests far greater consequences for both the drug industry and American consumers if Pelosi's bill is enacted.""]"
Senate panel advances Trump's nominee for FDA commissioner,https://www.cnbc.com/health-and-science/?page=0,2019/12/03,Healthcare,health-and-science/,Angelica LaVito,"[""A Senate panel approved Trump's nominee for FDA commissioner in an 18 to 5 vote.\xa0"", 'Trump nominated Dr. Stephen Hahn, a Texas oncologist, to lead the FDA.\xa0', ""The full Senate will now vote on Hahn's nomination.\xa0""]"
Dexcom says outage that kept diabetes patients from tracking glucose was 'complete surprise',https://www.cnbc.com/health-and-science/?page=0,2019/12/03,Healthcare,health-and-science/,Christina Farr,"[""Dexcom experienced it's largest ever technical glitch over the weekend."", ""The company's technology chief acknowledged that Dexcom needs to do better."", 'Dexcom is analyzing its tech infrastructure and working to bolster its communications systems.']"
Cramer: Warren's backtrack on 'Medicare for All' is a boon for this managed-care stock,https://www.cnbc.com/health-and-science/?page=0,2019/12/02,Healthcare,health-and-science/,Berkeley Lovelace Jr.,"['UnitedHealth\'s stock has ""caught fire"" due in part to  Warren appearing to ""back away"" from her ""Medicare for All"" proposal, according to Jim Cramer.', 'The stock has also rallied because Warren has faltered in some political polls, Cramer says.']"
Dexcom glitch kept parents of children with diabetes in the dark over the weekend,https://www.cnbc.com/health-and-science/?page=0,2019/12/02,Healthcare,health-and-science/,Christina Farr,"['Dexcom has experienced technical issues since Saturday morning, keeping parents from learning when a child with diabetes is experiencing dangerous blood sugar swings.', 'Dexcom blamed the problem on a ""server overload,"" which ""generated a massive backlog.""', 'As of Monday, the service was still intermittent for some users.']"
"Biogen's stock could fall 10% on new Alzheimer's drug data this week, top analyst says",https://www.cnbc.com/health-and-science/?page=0,2019/12/02,Healthcare,health-and-science/,Berkeley Lovelace Jr.,"[""Biogen's stock could fall as much as 10% once it releases new data this week on its\xa0Alzheimer's drug, analyst\xa0Brian Skorney says."", '""We do not think that data validates anything near receiving approval from the FDA,"" he adds.']"
Amazon lets doctors record your conversations and put them in your medical files,https://www.cnbc.com/health-and-science/?page=0,2019/12/02,Healthcare,health-and-science/,Christina Farr,"['Amazon is introducing a virtual medical scribe so doctors can spend more time with patients and less time at the computer.', 'Transcribe Medical is being introduced at re:Invent and is available to AWS customers.', ""AWS says it's now possible for doctors to get their notes transcribed in real time with a high degree of accuracy.""]"
"Doctors and techies are clashing at digital health companies, and one start-up is seeking a fix",https://www.cnbc.com/health-and-science/?page=0,2019/12/01,Healthcare,health-and-science/,Christina Farr,"['Digital health companies are struggling in  part because the clinical teams and the product teams are at odds.', ""Omada Health's chief medical officer is working on solutions to bridge the gap."", 'Start-ups in the industry raised $8 billion last year, and exits are just starting to produce returns.']"
United Airlines' next CEO a 'details guy' who will have labor contracts and the 737 Max on his plate,https://www.cnbc.com/industrials/?page=0,2019/12/06,Industrials,industrials/,Leslie Josephs,"[""United's board picked president Scott Kirby, an industry veteran, to become its next CEO in 2020."", 'Scott Kirby, who left rival American and joined United in 2016, takes over from Oscar Munoz next May.', 'Munoz and Kirby orchestrated a big turnaround for United, which has grown profits and improved performance.']"
"GM's CEO deflects questions about Tesla's Cybertruck, but sees electric pickups as significant",https://www.cnbc.com/industrials/?page=0,2019/12/05,Industrials,industrials/,Jessica Bursztynsky,"[""General Motors' Mary Barra sees a big opportunity in electric pickups — a new segment that's gotten a lot of attention since Tesla's Cybertruck unveiling."", 'Refusing to comment directly on the polarizing Cybertruck, she says, ""It\'s the customer\'s decision to decide, not General Motors, certainly not me as the CEO.""', 'However, Barra says she ""couldn\'t be more excited about our battery-electric truck,"" which is expected in 2021 and will get its batteries from a new joint venture.']"
"Billionaire businessman Ken Langone talks about stocks he likes, including JP Morgan and GE",https://www.cnbc.com/industrials/?page=0,2019/12/04,Industrials,industrials/,Jessica Bursztynsky,"[""Ken Langone says he used Tuesday's stock market drop as a buying opportunity."", '""Where else can you go to get some kind of a decent rate of return, than equities,"" says Langone.', 'The Home Depot co-founder says he added to positions in J.P. Morgan and\xa0Parker-Hannifin. He says he also likes General Electric again.']"
Air cargo industry braces for worst year since financial crisis as holidays fail to perk up demand,https://www.cnbc.com/industrials/?page=0,2019/12/04,Industrials,industrials/,Leslie Josephs,"['Air cargo demand continued to fall, even as the peak holiday season began, IATA data shows.', 'The Asia-Pacific and Middle East regions posted the biggest declines in October.', 'Air cargo capacity growth has outstripped supply for the last 18 months.']"
Boeing hosts industry members at 737 Max factory in charm offensive for beleaguered plane,https://www.cnbc.com/industrials/?page=0,2019/12/02,Industrials,industrials/,Leslie Josephs,"['Boeing invites industry members and analysts to visit with executives and 737 Max facilities to drum up support for the planes.', 'The Boeing 737 Max has been grounded since mid-March after two fatal crashes.', 'Boeing has repeatedly said it expects to gain regulator approval for the planes before the end of the year, but the FAA says it has no timeline.']"
"Hundreds of flights canceled, more than 5,000 delayed in post-Thanksgiving storm",https://www.cnbc.com/industrials/?page=0,2019/12/01,Industrials,industrials/,Leslie Josephs,"['More than 1,000 flights were canceled Sunday and Monday because of the storm.', 'The storm is bringing high winds, snow, rain and ice to the Northeast.', 'Airlines including Delta, American and United waived change fees.']"
"The US consumer is on 'firm footing,' says investor",https://www.cnbc.com/real-estate/?page=0,2019/12/06,Real Estate,real-estate/,,
Hedge fund manager buys Palm Beach estate for $111 million,https://www.cnbc.com/real-estate/?page=0,2019/12/04,Real Estate,real-estate/,,
Housing in 2020 will be most challenging for buyers: Economist,https://www.cnbc.com/real-estate/?page=0,2019/12/04,Real Estate,real-estate/,,
Steve Case: The 230 cities that lost HQ2 'perhaps can create the next Amazon',https://www.cnbc.com/real-estate/?page=0,2019/12/04,Real Estate,real-estate/,Barbara Booth,"['Steve Case says the 230 cities that lost out on the bid for Amazon\'s HQ2 have the power to ""create the next Amazon.""', ""The AOL co-founder and chairman and CEO of Revolution revealed his theory at CNBC's Capital Exchange event on Wednesday in Washington, D.C."", 'Those cities can turn themselves into start-up ecosystems that can churn out innovative companies, Case explained.']"
M&G suspends UK's biggest commercial property fund,https://www.cnbc.com/real-estate/?page=0,2019/12/04,Real Estate,real-estate/,David Reid,"['Investors have been unable to withdraw cash from midday Wednesday.', 'M&G blamed Brexit-related uncertainty and ""ongoing structural shifts in the UK retail sector.""', 'The same fund was suspended in the wake of the 2016 referendum result.']"
2020 housing supply could hit historic lows: Report,https://www.cnbc.com/real-estate/?page=0,2019/12/04,Real Estate,real-estate/,,
Home prices might turn negative in some markets,https://www.cnbc.com/real-estate/?page=0,2019/12/04,Real Estate,real-estate/,,
Weekly mortgage applications drop 9% as refinances pull back,https://www.cnbc.com/real-estate/?page=0,2019/12/04,Real Estate,real-estate/,Diana Olick,"['Refinance weakness caused the overall drop. Those applications fell 16% for the week but were 61% higher than a year ago.', 'Mortgage applications to purchase a home increased 1% last week, the Mortgage Bankers Association says.']"
"Next year will be hard on the housing market, especially in these big cities",https://www.cnbc.com/real-estate/?page=0,2019/12/04,Real Estate,real-estate/,Diana Olick,"['Sales of existing homes will fall 1.8% from 2019, according to the forecast.', 'Home prices will flatten nationally, increasing just 0.8% annually, but prices will fall in a quarter of the 100 largest metropolitan markets, including Chicago, Dallas, Las Vegas, Miami, St. Louis, Detroit and San Francisco.', 'As demand heats up in the spring, driven by the growing number of millennials entering the market, the supply of homes for sale could hit its lowest in history.']"
Airbnb has removed thousands of listings in Boston as new rule takes effect,https://www.cnbc.com/real-estate/?page=0,2019/12/03,Real Estate,real-estate/,William Feuer,"['Airbnb had to comply on Sunday with strict new Boston regulations that require hosts to apply to register their listings.', 'The company had about 4,000 total listings in Boston just over a month ago, according to city officials, and the city has approved 737 applications for registration so far.', ""With Airbnb expected to go public next year, such regulations in cities around the country could cool investors' outlook on the company.""]"
"Hedge fund billionaire buys Florida mansion for $111 million, setting state record",https://www.cnbc.com/real-estate/?page=0,2019/12/03,Real Estate,real-estate/,Robert Frank,"['Hedge fund billionaire Steven Schonfeld and his wife bought a sprawling Palm Beach estate for $111 million.', 'The 6-acre estate, sold by hair-care mogul Sydell Miller, has more than 70,000 square feet of living space, with 11 bedrooms, 22 bathrooms, a bowling alley, salon, spa, ice cream stand and candy parlor.', 'The sale beats a record for the state set this summer, when an estate owned by the late Broadway producer Terry Allen Kramer sold to an unknown buyer for $110.3 million.']"
A look at the Frasers Logistics and Frasers Commercial merger,https://www.cnbc.com/real-estate/?page=0,2019/12/03,Real Estate,real-estate/,,
Sanjiv Das: falling interest rates driving growth in the cycle,https://www.cnbc.com/real-estate/?page=0,2019/12/02,Real Estate,real-estate/,,
